Date,Close,High,Low,Open,Volume
12/12/1980,0.098389454,0.098817211,0.098389454,0.098389454,469033600
15/12/1980,0.093256444,0.0936842,0.093256444,0.0936842,175884800
16/12/1980,0.086411625,0.086839376,0.086411625,0.086839376,105728000
17/12/1980,0.088550352,0.088978108,0.088550352,0.088550352,86441600
18/12/1980,0.091117673,0.091545424,0.091117673,0.091117673,73449600
19/12/1980,0.096678466,0.097106222,0.096678466,0.096678466,48630400
22/12/1980,0.10138377547264099,0.10181229746564736,0.10138377547264099,0.10138377547264099,37363200
23/12/1980,0.10566207766532898,0.1060898343366984,0.10566207766532898,0.10566207766532898,46950400
24/12/1980,0.11122287064790726,0.11165062728283155,0.11122287064790726,0.11122287064790726,48003200
26/12/1980,0.1214897483587265,0.12191750506995058,0.1214897483587265,0.1214897483587265,55574400
29/12/1980,0.12320078164339066,0.12362853841663476,0.12320078164339066,0.12320078164339066,93161600
30/12/1980,0.1202065572142601,0.1206343027429231,0.12020655721426009,0.1206343027429231,68880000
31/12/1980,0.11678443104028702,0.11721218764981767,0.11678443104028702,0.11721218764981767,35750400
02/01/1981,0.1180676817893982,0.11892319495298088,0.1180676817893982,0.1180676817893982,21660800
05/01/1981,0.11550121009349823,0.11592895541876583,0.11550121009349822,0.11592895541876583,35728000
06/01/1981,0.11036735028028488,0.11079510688769996,0.11036735028028488,0.11079510688769996,45158400
07/01/1981,0.10566207766532898,0.1060898343366984,0.10566207766532898,0.1060898343366984,55686400
08/01/1981,0.10352328419685364,0.10395102930905734,0.10352328419685364,0.10395102930905734,39827200
09/01/1981,0.1090840995311737,0.10951185616858766,0.1090840995311737,0.1090840995311737,21504000
12/01/1981,0.10822862386703491,0.1090841259258775,0.10822862386703491,0.1090841259258775,23699200
13/01/1981,0.10437880456447601,0.10480656117638283,0.10437880456447601,0.10480656117638283,23049600
14/01/1981,0.10480654984712601,0.1052343064127937,0.10480654984712601,0.10480654984712601,14291200
15/01/1981,0.10694534331560135,0.10780084520044292,0.10694534331560133,0.10694534331560133,14067200
16/01/1981,0.10608979314565659,0.10651754965094276,0.10608979314565659,0.10651754965094276,13395200
19/01/1981,0.11250609904527664,0.11293385556581777,0.11250609904527664,0.11250609904527664,41574400
20/01/1981,0.1090840995311737,0.10951185616858766,0.1090840995311737,0.10951185616858766,30083200
21/01/1981,0.11122287064790726,0.11207837249476776,0.11122287064790726,0.11122287064790726,15904000
22/01/1981,0.11250609904527664,0.11336161208635888,0.11250609904527664,0.11250609904527664,35548800
23/01/1981,0.11207838356494904,0.1129338969192982,0.11207838356494904,0.11250614024212362,11222400
26/01/1981,0.11036735028028488,0.11079510688769996,0.11036735028028488,0.11079510688769996,24640000
27/01/1981,0.1095118597149849,0.11036736159452895,0.1095118597149849,0.11036736159452895,23699200
28/01/1981,0.10608979314565659,0.10651754965094276,0.10608979314565659,0.10651754965094276,28156800
29/01/1981,0.10224000364542007,0.10266776013481337,0.10224000364542007,0.10266776013481337,43904000
30/01/1981,0.096678466,0.097533979,0.096678466,0.097533979,46188800
02/02/1981,0.091117673,0.091545424,0.091117673,0.091545424,23766400
03/02/1981,0.094539687,0.094967438,0.094539687,0.094539687,19152000
04/02/1981,0.097961746,0.098389491,0.097961746,0.097961746,27865600
05/02/1981,0.097961746,0.098817248,0.097961746,0.097961746,7929600
06/02/1981,0.098389454,0.098817211,0.098389454,0.098389454,13865600
09/02/1981,0.093256444,0.094111951,0.093256444,0.094111951,16755200
10/02/1981,0.093256444,0.0936842,0.093256444,0.093256444,18345600
11/02/1981,0.09026216,0.090689911,0.09026216,0.090689911,13843200
12/02/1981,0.089405879,0.089834401,0.089405879,0.089834401,14560000
13/02/1981,0.087267108,0.088122616,0.087267108,0.088122616,11155200
17/02/1981,0.089405879,0.089834401,0.089405879,0.089405879,12275200
18/02/1981,0.093256444,0.094111951,0.093256444,0.093256444,19241600
19/02/1981,0.087694876,0.088122633,0.087694876,0.088122633,22310400
20/02/1981,0.082989573,0.08341733,0.082989573,0.08341733,24371200
23/02/1981,0.084272854,0.084700611,0.084272854,0.084272854,14112000
24/02/1981,0.081278592,0.0821341,0.081278592,0.0821341,16979200
25/02/1981,0.086411625,0.086839376,0.086411625,0.086411625,19488000
26/02/1981,0.087694876,0.088122633,0.087694876,0.087694876,10841600
27/02/1981,0.09068992,0.091545427,0.09068992,0.09068992,14761600
02/03/1981,0.091117673,0.091545424,0.091117673,0.091117673,11760000
03/03/1981,0.089834422,0.090262179,0.089834422,0.090262179,16172800
04/03/1981,0.088978156,0.089405907,0.088978156,0.089405907,13708800
05/03/1981,0.088550352,0.088978108,0.088550352,0.088978108,5376000
06/03/1981,0.087694876,0.088550383,0.087694876,0.088550383,11603200
09/03/1981,0.08085084,0.081278591,0.08085084,0.081278591,15321600
10/03/1981,0.077000223,0.077427974,0.077000223,0.077427974,28380800
11/03/1981,0.074006021,0.074861529,0.074006021,0.074861529,29859200
12/03/1981,0.077000223,0.077427974,0.077000223,0.077000223,59248000
13/03/1981,0.076144777,0.076572528,0.076144777,0.076572528,231302400
16/03/1981,0.079139806,0.079995314,0.079139806,0.079139806,37228800
17/03/1981,0.082989573,0.083845081,0.082989573,0.082989573,43747200
18/03/1981,0.088122636,0.088978144,0.088122636,0.088122636,36937600
19/03/1981,0.087267108,0.087694859,0.087267108,0.087694859,37811200
20/03/1981,0.088122636,0.088978144,0.088122636,0.088122636,14604800
23/03/1981,0.09154547,0.092400978,0.09154547,0.09154547,22019200
24/03/1981,0.091117673,0.091545424,0.091117673,0.091545424,28156800
25/03/1981,0.089405879,0.090262158,0.089405879,0.090262158,7056000
26/03/1981,0.087694876,0.088122633,0.087694876,0.088122633,12275200
27/03/1981,0.084700599,0.08512835,0.084700599,0.08512835,12252800
30/03/1981,0.084700599,0.085556107,0.084700599,0.084700599,9900800
31/03/1981,0.083845116,0.084700624,0.083845116,0.084700624,15993600
01/04/1981,0.082989573,0.08341733,0.082989573,0.08341733,34070400
02/04/1981,0.09026216,0.090689911,0.09026216,0.09026216,31404800
03/04/1981,0.09068992,0.091117677,0.09068992,0.09068992,16486400
06/04/1981,0.088978156,0.089405907,0.088978156,0.089405907,22803200
07/04/1981,0.088122636,0.088550387,0.088122636,0.088550387,10684800
08/04/1981,0.092400938,0.093256446,0.092400938,0.092400938,21952000
09/04/1981,0.094111957,0.094539713,0.094111957,0.094111957,12499200
10/04/1981,0.095395207,0.095822958,0.095395207,0.095395207,33465600
13/04/1981,0.095395207,0.095822958,0.095395207,0.095395207,16060800
14/04/1981,0.095395207,0.095822958,0.095395207,0.095395207,6652800
15/04/1981,0.09068992,0.091117677,0.09068992,0.091117677,34048000
16/04/1981,0.085556112,0.085983863,0.085556112,0.085983863,23878400
20/04/1981,0.088122636,0.088550387,0.088122636,0.088122636,35347200
21/04/1981,0.094111957,0.094539713,0.094111957,0.094111957,28537600
22/04/1981,0.097534023,0.09796178,0.097534023,0.097534023,18995200
23/04/1981,0.10010051727294922,0.10052827397596957,0.10010051727294922,0.10010051727294922,58016000
24/04/1981,0.099245012,0.1001005137595115,0.099245012,0.1001005137595115,35056000
27/04/1981,0.098389454,0.098817211,0.098389454,0.098817211,38528000
28/04/1981,0.096678466,0.097106222,0.096678466,0.097106222,32188800
29/04/1981,0.095395207,0.095822958,0.095395207,0.095822958,13641600
30/04/1981,0.097106211,0.097961724,0.097106211,0.097106211,12611200
01/05/1981,0.097106211,0.097961724,0.097106211,0.097106211,16553600
04/05/1981,0.096678466,0.097106222,0.096678466,0.097106222,14448000
05/05/1981,0.096250743,0.096678488,0.096250743,0.096678488,17539200
06/05/1981,0.093684182,0.094111932,0.093684182,0.094111932,18950400
07/05/1981,0.094967447,0.095395204,0.094967447,0.094967447,9363200
08/05/1981,0.095822953,0.096250709,0.095822953,0.095822953,7907200
11/05/1981,0.093684182,0.094111932,0.093684182,0.094111932,11939200
12/05/1981,0.093684182,0.09496744,0.093684182,0.093684182,4256000
13/05/1981,0.093256444,0.094539708,0.093256444,0.0936842,4905600
14/05/1981,0.0919732,0.092828708,0.0919732,0.092828708,4928000
15/05/1981,0.094111957,0.095395221,0.094111957,0.094111957,4905600
18/05/1981,0.095822953,0.096678454,0.095822953,0.095822953,4166400
19/05/1981,0.094111957,0.094539713,0.094111957,0.094539713,25424000
20/05/1981,0.097106211,0.097961724,0.097106211,0.097106211,13283200
